conceptType,conceptUri,preferredLabel,status,altLabels,description,broaderConceptUri,broaderConceptPT
Occupation,http://data.europa.eu/esco/occupation/a63733fa-f7ff-4733-8961-1ec4eeaab00b,museotutkija,released,tutkija,"Museotutkijat tekevät ja/tai hallinnoivat kuraattori-, valmistelu- ja toimistotyötä yleisissä museoissa, kasvitieteellisissä puutarhoissa, taidegallerioissa, kuvataidekokoelmissa, akvaarioissa tai vastaavissa kokoelmissa. He hallinnoivat luonnontieteellisen, historiallisen ja antropologisen materiaalin kokoelmia, jotka ovat luonteeltaan kasvatuksellisia, tieteellisiä tai esteettisiä.
	",http://data.europa.eu/esco/isco/C2621,Arkistonhoitajat ja museoalan erityisasiantuntijat
Occupation,http://data.europa.eu/esco/occupation/a7a74a05-3dd0-46c6-99af-92df8042520c,mikrobiologi,released,bioteknikko | immunologi | bakteriologi | virologi,"Mikrobiologit opiskelevat ja tutkivat mikroskooppisten organismien elämänmuotoja, ominaisuuksia ja niihin liittyviä prosesseja. He tutkivat mikro-organismeja, kuten bakteereja, alkueläimiä ja sieniä, tavoitteenaan diagnosoida ja torjua vaikutuksia, joita nämä mikro-organismit voivat aiheuttaa eläimissä, ympäristössä, elintarviketeollisuudessa tai terveydenhuollossa.
	",http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,biologi
Occupation,http://data.europa.eu/esco/occupation/a9c7a04d-807a-41b5-b441-87c73c73c9c5,kielitieteilijä,released,lingvisti | kielentutkija | filologi,"Kielitieteilijät tekevät kielten tieteellistä tutkimusta. He hallitsevat kieliä ja voivat tulkita niitä kieliopillisesti, semanttisesti ja foneettisesti. He tutkivat kielen kehitystä ja sen käyttöä yhteyskunnassa.",http://data.europa.eu/esco/isco/C2643,"Kääntäjät, tulkit ja muut kielitieteilijät"
Occupation,http://data.europa.eu/esco/occupation/ab360abd-32e2-4e03-967d-a10758efffa7,mekatroniikkainsinööri,released,,"Mekatroniikkainsinöörit suunnittelevat ja kehittävät älykkäitä järjestelmiä, joita ovat esimerkiksi robottilaitteet, älykkäät kodinkoneet ja lentokoneet, yhdistämällä mekaniikka-, sähkö-, tietokone- ja valvontatekniikkoja. He tekevät tietokoneohjelmilla piirustuksia tai suunnitteluasiakirjoja osille, kokoonpanoille tai valmiille tuotteille, ja he myös valvovat ja hallinnoivat hankkeita.",http://data.europa.eu/esco/occupation/579254cf-6d69-4889-9000-9c79dc568644,koneinsinööri
Occupation,http://data.europa.eu/esco/occupation/ab3c4d3e-3189-47ad-82af-57cdae3cb589,optiikan insinööri,released,,"Optiikan insinöörit suunnittelevat ja kehittävät erilaisia optiikkaan perustuvia teollisuussovelluksia. Heillä on valoa, valonläpäisyperiaatteita ja optiikkaa koskevaa tietämystä, jota he voivat hyödyntää esimerkiksi mikroskooppien, linssien, teleskooppien ja muiden optisten laitteiden teknisten eritelmien laatimisessa.",http://data.europa.eu/esco/isco/C2149,Muut tekniikan erityisasiantuntijat
Occupation,http://data.europa.eu/esco/occupation/ac8b3cd1-a127-4e6a-8208-5cfcf7111955,tilastotieteilijä,released,tilastopäällikkö | tilastotutkija,"Tilastotieteilijät keräävät, taulukoivat ja ennen kaikkea analysoivat määrällistä tietoa, jota saadaan monista eri lähteistä. He tulkitsevat ja analysoivat tilastotutkimuksia esimerkiksi terveydenhuollon, väestönkehityksen, rahoituksen, liiketoiminnan jne. alalla ja antavat neuvoja mallien ja tehtyjen analyysien perusteella.",http://data.europa.eu/esco/isco/C2120,"Matemaatikot, aktuaarit ja tilastotieteilijät"
Occupation,http://data.europa.eu/esco/occupation/acf69cab-8629-45c8-ae10-c8fb15f474b6,antropologi,released,,"Antropologit tutkivat kaikkia ihmisiin liittyviä elämän osa-alueita. He tutkivat erilaisia eri aikoina esiintyneitä sivilisaatioita ja niiden järjestäytymistä. He yrittävät analysoida erilaisten ihmisten fyysisiä, yhteiskunnallisia, kielellisiä, poliittisia, taloudellisia, filosofisia ja kulttuurisia näkökohtia. Tutkimusten tarkoituksena on ymmärtää ja kuvata ihmiskunnan menneisyyttä ja ratkaista ajankohtaisia yhteiskunnallisia ongelmia. He tarkastelevat erilaisia näkökulmia, kuten filosofista antropologiaa.",http://data.europa.eu/esco/isco/C2632,Yhteiskunta- ja kulttuuritutkijat
Occupation,http://data.europa.eu/esco/occupation/ae2c1bf4-669e-4fec-a7d7-698753699083,filosofian lehtori,released,filosofian tohtori | filosofian opettaja,"Filosofian lehtorit ovat yleensä professoreita, opettajia tai lehtoreita, jotka ovat suorittaneet ylemmän toisen asteen tutkinnon omalla erikoisalallaan eli filosofiassa, ja he antavat opetusta, joka on pääasiassa akateemista. He tekevät yhteistyötä tutkimusavustajien ja yliopiston opetusassistenttien kanssa luentojen ja tenttien valmistelemisessa, seminaaritöiden ja tenttien arvioinnissa sekä opiskelijoiden arviointi- ja palautetilaisuuksien järjestämisessä. He tekevät myös akateemista tutkimusta omalla filosofian erikoisalallaan, julkaisevat havaintojaan ja tekevät yhteistyötä muiden yliopistokollegojen kanssa.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,"lehtori, yliopistot ja korkeakoulut"
Occupation,http://data.europa.eu/esco/occupation/ae8b19cc-8c6e-4a16-ada2-c15f97ded133,optomekaniikan insinööri,released,,"Optomekaniikan insinöörit suunnittelevat ja kehittävät optomekaanisia järjestelmiä, laitteita ja komponentteja, kuten optisia peilejä ja optiikan jalustoja. Optomekaanisella tekniikalla yhdistetään optinen ja mekaaninen tekniikka näiden järjestelmien ja laitteiden järjestelmiin ja laitteisiin. He tekevät tutkimusta ja analyyseja sekä testaavat laitteita ja valvovat tutkimusta.",http://data.europa.eu/esco/occupation/579254cf-6d69-4889-9000-9c79dc568644,koneinsinööri
Occupation,http://data.europa.eu/esco/occupation/b0f3f595-4965-4f13-ba5c-f6049b62469f,biometrikko,released,,"Biometrikot tekevät biometriikkaa koskevaa tutkimusta. He toteuttavat tilastotieteellisiä tai biologisia tutkimushankkeita, joissa tutkitaan sormenjälkiä, verkkokalvoja ja ihmisten profiileja lääketieteellisiä tai teollisia sovelluksia varten.",http://data.europa.eu/esco/occupation/ac8b3cd1-a127-4e6a-8208-5cfcf7111955,tilastotieteilijä
Occupation,http://data.europa.eu/esco/occupation/b2cede50-82bb-4684-9f11-1930e12ad672,energiainsinööri,released,energia-asiantuntija | energiatekniikan insinööri | energianeuvoja,"Energiainsinöörit suunnittelevat uusia, tehokkaita ja puhtaita tapoja tuottaa, muuntaa ja jaella energiaa ympäristön kestävyyden ja energiatehokkuuden parantamiseksi. He tuottavat energiaa luonnonvaroista, kuten öljystä tai kaasusta, tai esimerkiksi tuuli- tai aurinkoenergiaa uusiutuvista ja kestävistä lähteistä. ",http://data.europa.eu/esco/isco/C2149,Muut tekniikan erityisasiantuntijat
Occupation,http://data.europa.eu/esco/occupation/b3ebf55f-5e50-4262-946a-f08d7fbe29b2,"lehtori, erikoissairaanhoito",released,"professori, erikoissairaanhoito | opettaja, erikoissairaanhoito","Erikoissairaanhoidon lehtorit ovat yleensä professoreita, opettajia tai lehtoreita, ja usein lääkäreitä, jotka ovat suorittaneet ylemmän toisen asteen tutkinnon omalla erikoisalallaan eli erikoissairaanhoidossa, ja he antavat opetusta, joka on pääasiassa akateemista. He tekevät yhteistyötä tutkimusavustajien ja yliopiston opetusassistenttien kanssa luentojen ja tenttien valmistelemisessa, seminaaritöiden ja tenttien arvioinnissa, laboratorioharjoitusten ohjaamisessa sekä opiskelijoiden arviointi- ja palautetilaisuuksien järjestämisessä. He tekevät myös akateemista tutkimusta omalla erikoissairaanhoidon erikoisalallaan, julkaisevat havaintojaan ja tekevät yhteistyötä muiden yliopistokollegojen kanssa.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,"lehtori, yliopistot ja korkeakoulut"
Occupation,http://data.europa.eu/esco/occupation/b5d1912e-89c7-4a66-ab96-0dc5f4f6c426,immunologi,released,immunologian tutkija,"Immunologit tutkivat elävien organismien (esim. ihmiskehon) immuunijärjestelmää ja tapaa, jolla se reagoi ulkoisiin infektioihin tai haitallisiin invasiivisiin aineisiin (esimerkiksi virus, bakteerit, loiset). He keskittyvät tutkimuksessaan elävien organismien immunologiaan vaikuttaviin sairauksiin, jotta ne voidaan luokitella asianmukaisen hoidon määrittämiseksi.",http://data.europa.eu/esco/isco/C2131,"Biologit, kasvi- ja eläintieteilijät ym. erityisasiantuntijat"
Occupation,http://data.europa.eu/esco/occupation/b65133db-b3de-44d1-88fa-1d3deda08245,oikeustieteen lehtori,released,oikeustieteen opettaja | oikeustieteen professori,"Oikeustieteen lehtorit ovat yleensä professoreita, opettajia tai lehtoreita, jotka ovat suorittaneet ylemmän toisen asteen tutkinnon omalla erikoisalallaan eli oikeustieteessä, ja he antavat opetusta, joka on pääasiassa akateemista. He tekevät yhteistyötä tutkimusavustajien ja yliopiston opetusassistenttien kanssa luentojen ja tenttien valmistelemisessa, seminaaritöiden ja tenttien arvioinnissa sekä opiskelijoiden arviointi- ja palautetilaisuuksien järjestämisessä. He tekevät myös akateemista tutkimusta omalla oikeustieteen erikoisalallaan, julkaisevat havaintojaan ja tekevät yhteistyötä muiden yliopistokollegojen kanssa.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,"lehtori, yliopistot ja korkeakoulut"
Occupation,http://data.europa.eu/esco/occupation/b73c752b-9858-4f53-82de-f3a340cbcae9,epidemiologi,released,epidemiologian tutkija,"Epidemiologit keskittyvät tutkimuksessaan siihen, mikä on ihmisissä esiintyvien sairauksien alkuperä ja mikä aiheuttaa niiden puhkeamisen. He selvittävät, miten sairaudet leviävät, ja ehdottavat riskinehkäisytoimia terveyspolitiikasta vastaaville tahoille.",http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,biologi
Occupation,http://data.europa.eu/esco/occupation/b79cfd33-6e46-4b71-b180-c9a84422f047,seismologi,released,,"Seismologit tutkivat seismisten aaltojen etenemistä ja maanjäristyksiä aiheuttavia mannerlaattojen liikkeitä maapallolla. He tutkivat ja tarkkailevat eri lähteitä, jotka aiheuttavat maanjäristyksiä. Tällaisia lähteitä ovat esimerkiksi vulkaaninen aktiivisuus, ilmakehään liittyvät ilmiöt tai valtamerten käyttäytyminen. He esittävät tieteellisiä havaintoja, jotta rakenteisiin ja infrastruktuuriin kohdistuvia vaaroja voitaisiin ehkäistä.",http://data.europa.eu/esco/occupation/c6196b21-20f9-4608-83fb-6f143afc740d,geologi
Occupation,http://data.europa.eu/esco/occupation/bac64fa2-dcd6-47bb-8e5c-04e04a86a199,maantieteilijä,released,,"Maantieteilijät tutkivat ihmisiä ja fyysistä maantiedettä. He tarkastelevat erikoistumisensa mukaan ihmiskunnan poliittisia, taloudellisia ja kulttuurisia näkökohtia, jotka liittyvät maantieteeseen. Lisäksi he tutkivat fyysiseen maantieteeseen sisältyviä maanmuodostumia, maaperää, luonnollisia rajoja ja vesivirtoja.",http://data.europa.eu/esco/isco/C2632,Yhteiskunta- ja kulttuuritutkijat
Occupation,http://data.europa.eu/esco/occupation/bb609566-3ab6-44dd-8f48-cf0b15b96827,automaatioinsinööri,released,,"Automaatioinsinöörien tutkivat, suunnittelevat ja kehittävät tuotantoprosessin automatisointiin tarkoitettuja sovelluksia ja järjestelmiä. He hyödyntävät teknologiaa ja vähentävät tarvittaessa ihmisen työpanosta, jotta teollisuusrobotiikan täysi potentiaali saadaan käyttöön. Automaatioinsinöörit valvovat prosessia ja varmistavat, että kaikki järjestelmät toimivat turvallisesti ja sujuvasti.",http://data.europa.eu/esco/occupation/d7380260-1386-4e36-98b5-8115ca4a3536,tuotantoinsinööri
Occupation,http://data.europa.eu/esco/occupation/bc659adc-f42c-4ef6-89fe-fd030033f446,kosmologi,released,maailmankaikkeuden tutkija,"Kosmologit tutkivat koko maailmankaikkeutta eli sen alkuperää, kehittymistä ja lopullista kohtaloa. He käyttävät erilaisia työkaluja ja tieteellisiä välineitä, joilla tarkkaillaan ja tutkitaan muita galakseja ja astronomisia kohteita, kuten tähtiä, mustia aukkoja, planeettoja ja muita taivaankappaleita.",http://data.europa.eu/esco/isco/C2111,Fyysikot ja astronomit
Occupation,http://data.europa.eu/esco/occupation/be3c021d-bd93-45a0-ad32-e8fa8e0d17ef,nykykielten lehtori,released,nykykielten professori | nykykielten opettaja,"Nykykielten lehtorit ovat yleensä professoreita, opettajia tai lehtoreita, jotka ovat suorittaneet ylemmän toisen asteen tutkinnon omalla erikoisalallaan eli nykykielissä, ja he antavat opetusta, joka on pääasiassa akateemista. He tekevät yhteistyötä tutkimusavustajien ja yliopiston opetusassistenttien kanssa luentojen ja tenttien valmistelemisessa, seminaaritöiden ja tenttien arvioinnissa sekä opiskelijoiden arviointi- ja palautetilaisuuksien järjestämisessä. He tekevät myös akateemista tutkimusta omalla nykykielten erikoisalallaan, julkaisevat havaintojaan ja tekevät yhteistyötä muiden yliopistokollegojen kanssa.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,"lehtori, yliopistot ja korkeakoulut"
Occupation,http://data.europa.eu/esco/occupation/bfc92738-128b-44f5-92d4-51b10df17961,filosofi,released,,"Filosofit tutkivat yleisiä ja rakenteellisia ongelmista, jotka liittyvät yhteiskuntaan, ihmisiin ja yksilöihin, ja väittelevät niistä. Heillä on hyvät rationaaliset ja väittelytaidot, joiden pohjalta he voivat osallistua olemassaoloon, arvojärjestelmiin, tietoon tai todellisuuteen liittyviin keskusteluihin. He tukeutuvat keskusteluissa logiikkaan, mikä johtaa keskustelun syvenemiseen ja abstrahointiin.",http://data.europa.eu/esco/isco/C2633,"Historioitsijat, politiikan tutkijat ja filosofit"
Occupation,http://data.europa.eu/esco/occupation/bff7e8a3-6206-4d38-b25f-fcb6e634c7af,arkeologian lehtori,released,arkeologian professori | arkeologian opettaja,"Arkeologian lehtorit ovat yleensä professoreita, opettajia tai lehtoreita, jotka ovat suorittaneet ylemmän toisen asteen tutkinnon omalla erikoisalallaan eli arkeologiassa, ja he antavat opetusta, joka on pääasiassa akateemista. He tekevät yhteistyötä tutkimusavustajien ja yliopiston opetusassistenttien kanssa luentojen ja tenttien valmistelemisessa, seminaaritöiden ja tenttien arvioinnissa sekä opiskelijoiden arviointi- ja palautetilaisuuksien järjestämisessä. He tekevät myös akateemista tutkimusta omalla arkeologian erikoisalallaan, julkaisevat havaintojaan ja tekevät yhteistyötä muiden yliopistokollegojen kanssa.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,"lehtori, yliopistot ja korkeakoulut"
Occupation,http://data.europa.eu/esco/occupation/c25b3700-6095-42b7-99fc-b87dc326c044,maataloustutkija,released,,"Maataloustutkijat tutkivat ja opiskelevat maaperää, eläimiä ja kasveja. Heidän tavoitteenaan on parantaa maatalouden prosesseja, maataloustuotteiden laatua tai maatalouden tuotantoprosessien ympäristövaikutuksia. He suunnittelevat ja toteuttavat esimerkiksi kehityshankkeiden kaltaisia hankkeita asiakkaiden tai laitosten toimeksiannosta.",http://data.europa.eu/esco/isco/C2132,"Maa-, metsä- ja kalatalouden erityisasiantuntijat"
Occupation,http://data.europa.eu/esco/occupation/c262bb96-03bb-4c97-a45b-0cf36db5b048,assistentti,released,,"Assistentit jakavat yliopiston tai korkeakoulun lehtoreiden työmäärää ja osallistuvat etenkin opiskelijoille luennoimiseen. He valmistelevat luentoja ja opettavat kursseilla sekä pitävät opiskelijoille henkilökohtaisia arviointikeskusteluja. Usein he yhdistävät luennot ja muut akateemiset tehtävät omaan tutkimukseensa, jota he tekevät kyseisellä alalla. Assistentit tekevät itsenäistä ja kokoaikaista työtä huolimatta siitä, että nimike saattaa antaa vaikutelman vähemmän itsenäisestä työstä.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,"lehtori, yliopistot ja korkeakoulut"
Occupation,http://data.europa.eu/esco/occupation/c3b82711-273d-4fa8-8de7-0ac3d99c16fc,tietojenkäsittelytieteen lehtori,released,tietojenkäsittelytieteen opettaja | tietojenkäsittelytieteen professori,"Tietojenkäsittelytieteen lehtorit ovat yleensä professoreita, opettajia tai lehtoreita, jotka ovat suorittaneet ylemmän toisen asteen tutkinnon omalla erikoisalallaan eli tietojenkäsittelytieteessä, ja he antavat opetusta, joka on pääasiassa akateemista. He tekevät yhteistyötä tutkimusavustajien ja yliopiston opetusassistenttien kanssa luentojen ja tenttien valmistelemisessa, seminaaritöiden ja tenttien arvioinnissa sekä opiskelijoiden arviointi- ja palautetilaisuuksien järjestämisessä. He tekevät myös akateemista tutkimusta omalla tietojenkäsittelytieteen erikoisalallaan, julkaisevat havaintojaan ja tekevät yhteistyötä muiden yliopistokollegojen kanssa.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,"lehtori, yliopistot ja korkeakoulut"
Occupation,http://data.europa.eu/esco/occupation/c549f0de-c415-428e-865c-973bcd224b39,lingvistiikan lehtori,released,lingvistiikan professori | lingvistiikan opettaja,"Lingvistiikan lehtorit ovat yleensä professoreita, opettajia tai lehtoreita, jotka ovat suorittaneet ylemmän toisen asteen tutkinnon omalla erikoisalallaan eli lingvistiikassa, ja he antavat opetusta, joka on pääasiassa akateemista. He tekevät yhteistyötä tutkimusavustajien ja yliopiston opetusassistenttien kanssa luentojen ja tenttien valmistelemisessa, seminaaritöiden ja tenttien arvioinnissa sekä opiskelijoiden arviointi- ja palautetilaisuuksien järjestämisessä. He tekevät myös akateemista tutkimusta omalla lingvistiikan erikoisalallaan, julkaisevat havaintojaan ja tekevät yhteistyötä muiden yliopistokollegojen kanssa.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,"lehtori, yliopistot ja korkeakoulut"
Occupation,http://data.europa.eu/esco/occupation/c593ded7-2e97-44a5-a5f3-f6115ff98233,valtiotieteen lehtori,released,valtiotieteen opettaja | valtiotieteen professori | valtiotieteiden professori | valtiotieteiden opettaja | valtiotieteiden lehtori,"Valtiotieteen lehtorit ovat yleensä professoreita, opettajia tai lehtoreita, jotka ovat suorittaneet ylemmän toisen asteen tutkinnon omalla erikoisalallaan eli valtiotieteessä, ja he antavat opetusta, joka on pääasiassa akateemista. He tekevät yhteistyötä tutkimusavustajien ja yliopiston opetusassistenttien kanssa luentojen ja tenttien valmistelemisessa, seminaaritöiden ja tenttien arvioinnissa sekä opiskelijoiden arviointi- ja palautetilaisuuksien järjestämisessä. He tekevät myös akateemista tutkimusta omalla valtiotieteen erikoisalallaan, julkaisevat havaintojaan ja tekevät yhteistyötä muiden yliopistokollegojen kanssa.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,"lehtori, yliopistot ja korkeakoulut"
Occupation,http://data.europa.eu/esco/occupation/c6196b21-20f9-4608-83fb-6f143afc740d,geologi,released,seismologi | kaivosgeologi | malminetsintägeologi | ympäristögeologi | hydrogeologi | rakennusgeologi | hydrologi,"Geologit tutkivat materiaaleja, joista maapallo on muodostunut. Heidän havaintonsa määräytyvät tutkimuksen tarkoituksen perusteella. Geologit tutkivat erikoistumisalansa perusteella sitä, miten maapallo on ajan mittaan muovautunut. He tutkivat myös geologisia kerrostumia, mineraalien laatua kaivostoimintaa ajatellen, maanjäristyksiä ja vulkaanista aktiivisuutta yksityisille palveluille ja muita vastaavia ilmiöitä.",http://data.europa.eu/esco/isco/C2114,Geologit ja geofyysikot
Occupation,http://data.europa.eu/esco/occupation/c8fa93eb-7c2c-42c3-b135-c2e825a6615e,testausinsinööri,released,,"Testausinsinöörit suunnittelevat ja toteuttavat yksityiskohtaisia laatutestejä suunnitteluprosessin eri vaiheissa sen varmistamiseksi, että järjestelmät on asennettu oikein ja että ne toimivat oikein. He analysoivat testien aikana kerättyjä tietoja ja laativat niiden perusteella raportteja. He ovat myös vastuussa testaustoimien turvallisuudesta.",http://data.europa.eu/esco/isco/C2149,Muut tekniikan erityisasiantuntijat
Occupation,http://data.europa.eu/esco/occupation/c90a6ebe-adcc-4395-9f5b-ff3e96e93cef,uskontotieteen lehtori,released,uskontotieteen opettaja | uskontotieteen professori | teologian professori | teologian lehtori | teologian opettaja,"Uskontotieteen lehtorit ovat yleensä professoreita, opettajia tai lehtoreita, jotka ovat suorittaneet ylemmän toisen asteen tutkinnon omalla erikoisalallaan eli uskontotieteessä, ja he antavat opetusta, joka on pääasiassa akateemista. He tekevät yhteistyötä tutkimusavustajien ja yliopiston opetusassistenttien kanssa luentojen ja tenttien valmistelemisessa, seminaaritöiden ja tenttien arvioinnissa sekä opiskelijoiden arviointi- ja palautetilaisuuksien järjestämisessä. He tekevät myös akateemista tutkimusta omalla uskontotieteen erikoisalallaan, julkaisevat havaintojaan ja tekevät yhteistyötä muiden yliopistokollegojen kanssa.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,"lehtori, yliopistot ja korkeakoulut"
Occupation,http://data.europa.eu/esco/occupation/d7d986e1-7333-431b-9719-0c5c6939e360,maa- ja vesirakennusinsinööri,released,tie- ja vesirakennusinsinööri,"Maa- ja vesirakennusinsinöörit mallintavat, suunnittelevat ja kehittävät teknisiä spesifikaatioita infrastruktuuri- ja rakennushankkeisiin. He soveltavat teknistä tietämystä hyvin monenlaisiin hankkeisiin, jotka vaihtelevat liikenneinfrastruktuurin, asuntojen ja luksusrakennusten rakentamisesta luontokohteiden rakentamiseen. He laativat suunnitelmia, joilla pyritään optimoimaan materiaalien käyttö ja sovittamaan spesifikaatiot, resurssien kohdentaminen ja aikarajoitukset toisiinsa.",http://data.europa.eu/esco/isco/C2142,Maa- ja vesirakentamisen erityisasiantuntijat
Occupation,http://data.europa.eu/esco/occupation/dab9c6dd-8efb-4fe2-8b10-477ef2bcfd8b,matematiikan lehtori,released,matematiikan tohtori | matematiikan opettaja,"Matematiikan lehtorit ovat suorittaneet ylemmän toisen asteen tutkinnon omalla erikoisalallaan eli matematiikassa, ja he antavat opetusta, joka on pääasiassa akateemista. He tekevät yhteistyötä tutkimusavustajien ja yliopiston opetusassistenttien kanssa luentojen ja tenttien valmistelemisessa, seminaaritöiden ja tenttien arvioinnissa sekä opiskelijoiden arviointi- ja palautetilaisuuksien järjestämisessä. He tekevät myös akateemista tutkimusta omalla matematiikan erikoisalallaan, julkaisevat havaintojaan ja tekevät yhteistyötä muiden yliopistokollegojen kanssa.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,"lehtori, yliopistot ja korkeakoulut"
Occupation,http://data.europa.eu/esco/occupation/e14548c8-c2b9-4ef8-8670-d5967d7ad804,yhdyskuntasuunnittelija,released,kaupunkisuunnittelija | älykäs kaupunkisuunnittelija | aluesuunnittelija,"Yhdyskuntasuunnittelijat laativat suunnitelmia suurille kaupungeille, kaupunkialueille, pienille kaupungeille ja alueille. He tutkivat yhteisön tai alueen tarpeita (talous, yhteiskunta, liikenne) ja arvioivat muita parametreja, kuten kestävyyttä, jotta voidaan esittää hyvin suunniteltuja ohjelmia, joiden tavoitteena on alueen parantaminen.",http://data.europa.eu/esco/isco/C2164,Yhdyskunta- ja liikennesuunnittelijat
Occupation,http://data.europa.eu/esco/occupation/e3229e40-f571-4b26-baca-29edc8fe313e,tietojenkäsittelytieteilijä,released,atk-tutkijat | atk-tutkija   tietokonetutkija | tietokonetutkijat,"Tietojenkäsittelytieteilijät tekevät tietokone- ja informaatiotieteen tutkimusta, jonka tarkoituksena on tieto- ja viestintätekniikkaan liittyvien osa-alueiden perusteellinen tuntemus ja ymmärrys. He laativat tutkimusraportteja ja -ehdotuksia. Tietojenkäsittelytieteilijät myös keksivät ja suunnittelevat uusia lähestymistapoja tekniikkaan, etsivät innovatiivista käyttöä olemassa olevalle teknologialle ja tutkimuksille ja ratkaisevat monimutkaisia tietojenkäsittelyongelmia.",http://data.europa.eu/esco/isco/C2511,Sovellusarkkitehdit
Occupation,http://data.europa.eu/esco/occupation/e3cc09ba-7ad5-4411-940c-20613000863a,"erityisasiantuntija, luonnonvarojen suojelu ja hoito",released,,"Luonnonvarojen suojelun ja hoidon erityisasiantuntijat ylläpitävät tiettyjen metsien, puistojen ja muiden luonnonvarojen laatua. He suojelevat luonnonvaraisten eläinten elinympäristöä, luonnon monimuotoisuutta, maisemia ja muita suojeltujen maa-alueiden ainutlaatuisia ominaisuuksia. Luonnonvarojen suojelun ja hoidon erityisasiantuntijat tekevät kenttätyötä.",http://data.europa.eu/esco/isco/C2133,Ympäristön- ja luonnonsuojelun erityisasiantuntijat
Occupation,http://data.europa.eu/esco/occupation/e74513c3-8ba8-462f-978c-0450522f4427,kemian lehtori,released,kemian professori | kemian opettaja,"Kemian lehtorit ovat yleensä professoreita, opettajia tai lehtoreita, jotka ovat suorittaneet ylemmän toisen asteen tutkinnon omalla erikoisalallaan eli kemiassa, ja he antavat opetusta, joka on pääasiassa akateemista. He tekevät yhteistyötä tutkimusavustajien ja yliopiston opetusassistenttien kanssa luentojen ja tenttien valmistelemisessa, laboratorioharjoitusten ohjaamisessa, seminaaritöiden ja tenttien arvioinnissa sekä opiskelijoiden arviointi- ja palautetilaisuuksien järjestämisessä. He tekevät myös akateemista tutkimusta omalla kemian erikoisalallaan, julkaisevat havaintojaan ja tekevät yhteistyötä muiden yliopistokollegojen kanssa.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,"lehtori, yliopistot ja korkeakoulut"
Occupation,http://data.europa.eu/esco/occupation/e9f50268-4dab-4579-90c2-2ff219eb56f1,insinööritieteiden lehtori,released,insinööritieteiden professori | insinööritieteiden opettaja,"Insinööritieteiden lehtorit ovat yleensä professoreita, opettajia tai lehtoreita, jotka ovat suorittaneet ylemmän toisen asteen tutkinnon omalla erikoisalallaan eli insinööritieteissä, ja he antavat opetusta, joka on pääasiassa akateemista. He tekevät yhteistyötä tutkimusavustajien ja yliopiston opetusassistenttien kanssa luentojen ja tenttien valmistelemisessa, laboratorioharjoitusten ohjaamisessa, seminaaritöiden ja tenttien arvioinnissa sekä opiskelijoiden arviointi- ja palautetilaisuuksien järjestämisessä. He tekevät myös akateemista tutkimusta omalla insinööritieteiden erikoisalallaan, julkaisevat havaintojaan ja tekevät yhteistyötä muiden yliopistokollegojen kanssa.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,"lehtori, yliopistot ja korkeakoulut"
Occupation,http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,biologi,released,luonnonsuojelubiologi | kasvitietelijä | ornitologi | mykologi | bioteknikko | eläintieteilijä | entomologi | herpetologi | ympäristötietelijä,"Biologit tutkivat eläviä organismeja ja elämää laajemminkin ympäristöönsä yhdistettynä. Tutkimuksen avulla he pyrkivät selittämään organismien toimintamekanismeja, vuorovaikutusta ja kehitystä.",http://data.europa.eu/esco/isco/C2131,"Biologit, kasvi- ja eläintieteilijät ym. erityisasiantuntijat"
Occupation,http://data.europa.eu/esco/occupation/f3d8bc61-f812-4106-afd2-a356e4c11fce,kirjallisuustieteilijä,released,kirjallisuustieteen tutkija,"Kirjallisuustieteilijät tutkivat kirjallisia teoksia, kirjallisuushistoriaa, kirjallisuuden lajeja ja kirjallisuuskritiikkiä, jotta he voivat arvioida teoksia ja niihin liittyviä tekijöitä asianmukaisessa kontekstissa ja tuottaa tutkimustuloksia kirjallisuusalan aiheista.",http://data.europa.eu/esco/isco/C2641,Kirjailijat ym.
